Reaction,Flux
COBALT2abcpp,0.0
NI2abcpp,0.0
MG2uabcpp,0.0
MMETt2pp,0.0
GLNabcpp,0.0
GLUabcpp,0.0
ARBt3ipp,0.0
NADPHQR2,0.0
NADPHQR3,0.0
NADPHQR4,0.0
GLBRAN2,0.0
FRUURt2rpp,0.0
GLYCAt2rpp,0.0
4PCPpp,0.0
FALDH2,0.0
HCINNMt2rpp,0.0
HISabcpp,0.8028169014084544
HISt2rpp,0.8028169014084544
LYSabcpp,0.0
PPDOy,0.0
NTD12pp,0.0
3NTD7pp,0.0
3NTD4pp,0.0
3NTD2pp,0.0
3NTD9pp,0.0
23PDE7pp,0.0
GLCNt2rpp,0.0
GLCRt2rpp,0.0
GLCt2pp,0.0
GLCURt2rpp,0.0
ACONMT,0.0
GLUDy,0.0
ZN2abcpp,0.0
GLYCLTDy,0.0
XANt2pp,0.0
GLYC3Pabcpp,0.0
SPMDabcpp,0.0
GLYOX,0.0
MTRPOX,0.0
AGM4PCPpp,0.0
NNDMBRT,0.0
THRA2,0.0
ASO3t8pp,0.0
PPK,0.0
E4PD,0.0
IG3PS,0.0
NTP5,0.0
FORt2pp,0.0
SELNPS,0.0
GALabcpp,0.0
GUAt2pp,0.0
HPPPNt2rpp,0.0
ANHMK,0.0
GALCTD,0.0
UDPGDC,0.0
ARGORNt7pp,0.0
NTD11pp,0.0
DKGLCNR2x,0.0
PDE1,0.0
GLCATr,0.0
CD2abcpp,0.0
NTP1,0.0
GALKr_iML1515,0.0
PERD,0.0
FADRx2,0.0
PDE4,0.0
AGM4PH,0.0
ATHRDHr,0.0
LSERDHr,0.0
DSERDHr,0.0
OBTFL,-1.9922798041777805e-16
UDPKAAT,0.0
ULA4NFT,0.0
UPLA4FNT,0.0
ALR2,0.0
GLCabcpp,0.0
UDPGPpp,0.0
MNt2pp,0.0
ALDD3y,0.0
R5PP,0.0
CYSSADS,0.0
AGM3PH,0.0
SHCHF,0.0
CYStpp,0.0
ACSERtpp,0.0
NTP10,0.0
PRAIS,0.0
